id,название,тип,цена,ширина,длина,высота,материалы,цвета,новое,бренд,url_товара,url_картинки,стиль
275,Стол письменный,стол,6529,120,60,75,ЛДСП,"молочный, коричневый",1,надежда,https://market.yandex.ru/card/stol-pismennyy-nadezhda-d-203-dub-molochnyy/102567093740?do-waremd5=252LC5EQ1N9H_d9BvTQBKw&sponsored=1&cpc=FwW7FoUU-5q0qz8FphJLICJvLRiPCs84bSBI4nev1oglQbBlLa7xHyC9JHfcDwgwZjA9-NeY7rqwWsma9hO2o1CJFvlqPj411dcTJ9_SQi8v94AnQIf85Hu7oZe9kn67dupSX27Q-7scmq83m98ObbjAs9lzGWYb0-c3JobxUTXDQRLOWtSINt9V2yLh8ZiQg6_4sD1bqAN9XAdfFNmdFKVgLU49_b-vGhKQEmbPjBIM9zHp7Jo72clCnZdJJWkrNPuQvwn2vja3VyeSQ8LW3Fscwk6QrdsjY7V2VgnFptAu7nCH4jowuj66qaYe3RRElMjfTLsQTzGEXV2qcazhxw%2C%2C&ogV=-12,https://avatars.mds.yandex.net/get-mpic/11395611/2a0000018c3ec480ef08396dec9bb231f8e5/optimize,классический
276,Журнальный стол из закаленного стекла с черными металлическими ножками,стол,15600,100,60,46,"стекло, металл","прозрачный, черный",1,cozy cat,https://market.yandex.ru/card/zhurnalnyy-stol-jzq8100-b-zakalennoye-steklo-chernyy-metallicheskiye-nozhki-100kh60kh46-cm/102875780308?do-waremd5=1QAqNagqanFKHrsDmXSL-A&cpc=oRH08cKxJVg0-8TkafEo4Ds_mDQR3v08Qj0qQAep81nzismT13JmuPtCtEL2-_Mu9Ut__lgT0YhDlmEIhFO5Z2Mdo-sR6b5ssd0vLhxG2UvJd7taQysvTp4VRWykCXcRVjJQjs-ZGeKROZrd7NFURi5FxJDgvJJhRQkccLFP80t_RQ5ClRrjY5bKFzZqkUSzElmEK_2psVq2dVxK9PntzXyAqnxbZA5d91zeodjME2kNe2nZ5wDmICBstYDj2sKwDe4TZ0JMM1I%2C&ogV=-12,https://avatars.mds.yandex.net/get-mpic/5238263/2a0000018e5b4740d9d8391d6232461ba051/optimize,"минимализм, современный, модерн"
277,"Kalver Стол письменный с полкой, компьютерный, для работы и учебы школьника",стол,15998,75,50,75,"металл, ЛДСП",черный,1,kalver,https://market.yandex.ru/card/stol-pismennyy-kompyuternyy-rabochiy-loft/103695906563?do-waremd5=4WFtOUcGKq9Xw1z6HTn6ZQ&sponsored=1&cpc=9GI7JLGJweI7FgdNghr8qSwsYWQ95iF_MLx-B3tzgbpAgZrI1RuTHIu0Eb7F1rGfJ5ejopllWtUTDNI4mXzjASS-0iMLbEVl_X0VIk75EFp-zdtilrIA6qwsFdl1UhUkOV0hXrIWxNP9d5YZjsqrbVoALANu5Fz2qqOTPiMBuuy4BAdEblbSO0jkZUkXZnnE20kCqbhY-nCafe3eIN1UyuBXYTb65Oy1S8lhrnLc9Ah95pVx1fK8HBeL_JtcwlqsAUOzUdiqHmVDqT23xeVadfTDkZYk2KwDHSP8WMlWfs8O2Zfwjy13qNneQy3VBFLFd0ZwcpcRhGFiDUPA7ZH3Wyae0QP2LKYa0ajYNVU0rNwSF4m86ayoYxXlosaci8Mi9FD49Tp76Qoy8d8s7pFFQ0WJiWEViOGkIonwFhDsoaN-KsE5FjxYpEl1lZOaZbng-PVVEDrgAwo7nVTA24--wlxZBBWvedwhHoKmMKQ-EiRXagNZImhpQwwtoyOoMaU6k77JlJUri_Z-0h-hupigb53eOOHC8T5LFk0Cp9CN3htvvlG1EDG5EoVAyb_X0FBsBjsjy86uizTI-P94DEP8jgFEGis4bpd1HdDlFjLf2eTpuAe8VKbTZTS_m-tEgchCCOJhc1X8uR8az2ToGwS5563VQHbLRPx3z-4YjOtLmAdUVpSUoDSApfupBR3wwwwmQao4wvb3hRJARtbDifNd4Rzn-BnDYglRsmbR8ulw70FLmLO03xDEVJy_Qy020aDHnIURQ9Ewd8jW9iGcUS7-aejCZzjTat6bxHbHyyaWbI8ewE280X59r5Q8ZFuJcujnfpuDb4iOCi8qfUrOD2RxSamFX_1FHuHCjyYZDouS9c1UjlOsXh9BJbNPyQOP-yHfxpLnmQ1wK7hO08MvuEn-cDxkuq9oHG6SgmU3pup3UGfGca99cfPoVF2lgpDaTiyjyDngBVV-Mh_jPGpYBfFSe1hHwoV7Yq6gMMRHQD6JU-6UrrQhl6SjlIsyZcWduzO0GjaRZM1w086_hXTrRptIz8HqP1uU1qUomyq3aq3U6gx8m79_nHMHn6iZ7dXHVyLmT6uPUE9Y2U9mH8Y76bzeXyJ-1LWIjclUZ6BwprlTPySzPn60xAoytBtic9f6-xpLCOa3soPLFV0BTBFpkDm7wZzr97p7ImuHkQJbCH1EbMI%2C&nid=62118923&ogV=-12,https://avatars.mds.yandex.net/get-mpic/12500095/2a00000197b16ca7dfe1773cbfa84d000d3e/optimize,"лофт, современный"
278,Стол книжка раскладной дуб баррик,стол,9708,85,35,76,ЛДСП,коричневый,1,лайфмебель,https://market.yandex.ru/card/lmru-stol-knizhka-yyentel-dub-barrik-bez-bara-layfmebel-yyentel-dub-barrik-bez-bara/103119919938?do-waremd5=RFwh-IzHhhcM1Z8c_hCGHw&sponsored=1&cpc=9GI7JLGJweL5ABDVHOriipPKHg33eHiDG9dKlZznT7Y_5f7UDJdLK4JJFehYorLOZDBtJ0ucvFH84zrENwYczEsqRGVn5FHHz0MjhJlSL43kIn2jRfUNAZM2BBU6ur5_xYY4XN8WbPVosExgQABA2J2Mqq5Ppcn43TRCPHFsdD2CbkIAz4C1aMDjWVyqzFnMQIgynDnjdkcpa8DSe-Cf7lps-dDITvGmyMjd2RX9DLcFGiEbadldSR4INoB_UXs5D-JLKws_u4BLlEjGP-icFz0L23IkeMiI_za5xhXT1jJTAPkELxprosV0KiW_USj5D2-tCjsc3FdcNIDJGL_Yw28VaCQEKL6IiAo0IdcWp9lZ_6386bcE_fThIzBtdjzN_gOZYmPpleMGffeW5DAEavavPCkLWGTyVaDJYjcOjkE2CNx5o0kWjSzEviLgr6glNuL32KaUnIjeafQKX3_u34alSLXFFCV8kBZncL6O6VjeCzFrlA4LAu7UMosvEP7NueSmHieRerqgkyp814XDHspwCaAz_dgGmqXqjCNoC8MO2JdyI36v5wssq-tjfaEPdBoMgQmfoUkknQw2k9QmuXrtAoqdTLDg0XgnFAc9kX_kHBk47-pNTXs7tM9Bc3czMUkCmjrYhMsgwm_pE-8GRpCIH9rW1p3jZNbsbddcoOWE268jWqmZe52wYXKGoWBoJLN9QIjTUrRSe88HwIYyNTdDVGf86vAeZI51hp210nI2r_aE4jwgH_Gd0BCqGF9RcKiBLCzP9jWal95J2VD2EnT0_JvhgmXCP4Y0__juO84ehD3YAvw0mGOLL6PCZRUEnfA05j4qvlstuNbiFLfvQA11Ce-s8Xe9a5owTQdgc_g0Etcgu7TjOpnupgYUF3T-RkpnBBMjOH6ek2f-_vZW-qtd8pH5hZpMRdLduejhcE79vleXMMs0BnTxEivbgfKCmbeALqIsF0RbpiypwEDHWcqiRU0HjOFo-6TyhrI3hf1LR8hltHlngm6d498h2qnUSUy0qOEgcLWOOjrCnPTivJLm3jvX7uNi&nid=60856206&ogV=-12,https://avatars.mds.yandex.net/get-mpic/16658825/2a0000019bfe769599f4c8598315e9b197a6/optimize,классический
279,Стол письменный,стол,10452,120,60,None,орех,коричневый,1,надежда,https://market.yandex.ru/card/stol-pismennyy-nadezhda-d-204-orekh/102079054876?do-waremd5=K-Mh0jAc479jM8icOjwgkw&sponsored=1&cpc=9GI7JLGJweIxn4ZGeLoJ7gWoKMqUa89MYGjQVvzbjKjt2V_cdwwRMkQN57fXAqfws4ngQcjFA0A0Mi32x0u6bcktvDpZ4BNYKfGCie5wSNyYF5xz22kHigYuFUPYeLpvL0ZUD-as2j1CufAERKWbm8PwB4TjAApeO6yygfS9_mjctYrpvEA0B5Xf_e6n4nfYaHG3JOAbnl6kxOmpdFHYBS-2taKEDJZfI2u6w4uo-Zahtm7RtmyjNFfkjtgifEnW34GUSNKjIc1apqLx3RTBo6o0sF3l-UkPlg4nzBn3Z9SqmoBn8KLwKSdFfkxqHWS02qneMe93woV1R1pzELzcz7j2A3oBr47ahfYrvmSXXj1Yvvg4anYPtoklQavbSPwPwbHdCxvH2pnmIC-ZB2eCvqEi1EBvKv3TgMqhgbVSiyUq4KZ3UE73uoSHKPjvT-19CGdyS-HRi-WrQojI14o1GROzL-0b-XRBZcLgHpZ1z2P2J1jtzPLKeMur585_YKVH0AZj-XpMiriKR6y7nfigHTiRbYkiZ0qqlx2TPHcRLDCrfemv6sYVHuGJjlIBI_HgyQVyi6x-gUh5prN-Nnhm1l2RQme-8igBZfwdonUYmjgk7YeJ2F_orUJzSgjJPNbrD-utRhaVleVAbEA14yxH8QCnzVTk5cFDmgVyMEDxP7gOogyeGbT7iRZ0TE55VGIDMw75BV61EEpoLOrWzh40_rvU_r4toqBbWOy70-V2LIz4EVL3yjLk6VpjfuzkAPpGMDigPBOMYYF3z2kzRu2VVX2ZfbaaWfm1eBrlPJkMokRfIlver4Jku7N95qN-FAL0CMnz3xSZtbTaj6cBOWgiTuKSTva8hj9TYJ4dDzuMNo3s-ZYOmtx6iHq_BsgkkEdTfAQozlKmCIDmZkD4PUSgFiC3g00dqaf9bRrGmtOb6RswhC_5oaG8Ba70-_VZbDhhpAZhZldB-XTFxDN14HV9NmeXGZg150y5f2mydb6i-Mh6BcBEEaJKAoU6MdTCsdRGj5yXFwG2Heg%2C&nid=62118923&ogV=-12,https://avatars.mds.yandex.net/get-mpic/5250150/img_id8623076521330366193.png/optimize,классический
280,Письменный стол LUIS,стол,34040,135,115,92,ЛДСП,"черный, серый",1,нк-мебель,https://market.yandex.ru/card/pismennyy-stol-luis--seryy-grafit/102546413739?do-waremd5=6Hc341-2uX3v1ZR-vopfNg&sponsored=1&cpc=vgUDLHk3f0v8LE2Ra0GK7AOZ0GpPjPJYNKlIGvpcWtdGY_EIeVr1D0oPG10DjlligrI_EC9UzFEjbvr05OZ8pLWaUyhSHAZ0YGTwqEK2R9NtnjD66MT1NaOhO31uOoZ_b7RM6J73OwhLsTRkXzYZyV2eMECVuxmBbK3jO2ryPKn79MAtipoE08Q5NNqcDuq4jHcx_KbtJE4f_6KZDFuHlcAP0IkzoXXl37-dO5AFBAyPV1MZAMb8crybF84V3pETgKSEFvQMhucHYPDBpmsXhf-071qlZiAdyJXuf601HnCVVviIurfHSQrdnifllXmtvQFj3nhOaWazZZ8PBVoIixcjEGbXpGC4eg3KmkvsXHc%2C&ogV=-12,https://avatars.mds.yandex.net/get-mpic/13894603/2a0000019566346cd942b35bac113d318ad2/optimize,"современный, минимализм"
281,"Стол-стеллаж, стол письменный",стол,24183,120,62,75,"металл, ЛДСП","белый, коричневый",1,make mebel,https://market.yandex.ru/card/stol-stellazh-stol-pismennyy-loft-ergo-120kh62kh147-sm-belyychernyy/4730056999?do-waremd5=UnpsIICJsoIhGL8ThElkaw&cpc=u1k4QHJXKNSr6JWM1afy-1TkjPgw7U9oKjuVbN-MbD5FJSL_c80V0JlofnlNRoe2kFbG-BnCHC0GitbxZLIc3oYAzSCyiaR5KH7mMmVfTVMh6BAV-crECX0X6-Ww55jt6wmpApi5pxwsHNKLrnT-V8b0CKYpXeBX8-2mi3ddNW-rseuAVU-PE4HVA5rYsKpm_dyotRW_XYSeTJpHU3ztY6WXMVzqcaavLIuWBHoJqK6JV6H18M9sX2wOtGubepZq5qXbpnLky25xyobQm8O07xB5Ed37hTaWXZe63Q-vlTI%2C&ogV=-12,https://avatars.mds.yandex.net/get-mpic/16217302/2a00000198eb4b90fafab7d0bc6fda304325/optimize,"современный, лофт"
282,Стол компьютерный с ящиками Денвер,стол,7950,120,50,75,ЛДСП,серый,1,arnika,https://market.yandex.ru/card/stol-pismennyy-120-sm-denver-grafit/103299392088?do-waremd5=heMa8DkKHQrx9oA7AOkmFQ&cpc=OccHFSAlxOhKOeijhg-GpPNeEzi_ps0egRqISIUnWYgyL0Yu2SwGS5UdFzBJMHY-OrqUsvgaVQaNOnS1G-c2YmuIbq8BziLDB47F2SJWIdQJVoD1rZxKCW84X1oxHtvWXWrOLWI0qwtRC_AWPOML1Rb9JmjzQD8kaXz3GR-B7eKz8zJxU1oF0Xa0jxoXQliMbla_G9F5a8mMFrpMvfqTLEH0upJyQgUbj7XnAG5mytz4aLhJV5bV4fkRIAn4MvLPbrerQBwtbfkpPuZNsEps11m_oK-3y307xwdDf_nG-kiQrc0sNtp76Qx0LT1sh1aKCS-g_q2clNJ66fgKNvJtgDvapTbWlsj7ugNszXm6ske5oKtZ7pS9R7i0ajujGxmWoG1xR0ExAa5sRvEscYsrca_Lg5ay0NA7RSAH2vE0EqlzUPMCpTHpKyP7SB4bupLP0F8s6cEYBZZzDPWhaLMFYKuadwJp-hhERrpI9LMhqc0SRUWej9wPUcw0nB5S5_hv89VfuBmH9JYKVEcs_uC9TIiLCF0tWBbLEx35xqIK2eieduSjLtlHhONF-YTJMGhSr5R2Gb7DdvAOG_-nuLo9U-p0L0-g1si7dTUEkWUbX9Rlk12790xQBKrWOoD9PFpui6IDcjGbbShLbPlBGlbIOnOfa3VcFTQCKYTZ2bhPZ3hdpzkLkuz9J-GTD1FqywplYjboWtL64n699y2Hdxw9JsUcnLXtEvPRodYYMjV5cCA6DS7N1eSDGO5O1KlDtl4JjcGBajRp5PFxTBcDT7f8EAdP55cJHpQSj42ae56mS1WRv50MCmvjNcpsVl00Yu0iIjh0bkA0u8GDoPy4TbJqmfM8GSM8AK9Ub_bxBM_yjxVE9sdfy4oA9oL-i1oYd5bmfLeiKRrwEkCw6-pP5iteCLHDIsXbzJOM9kqT1ytxHWzZJX1DhEL3Rfe65ThLGU9UCpgTKKkLJpxKOo0UndN2YS8VZHA-IQ_syiDe-XZBRMOnEboEU1UC_g%2C%2C&nid=62118923&ogV=-12,https://avatars.mds.yandex.net/get-mpic/17768723/2a0000019c33a9df6b907180fc6d50e02218/optimize,современный
283,Письменный стол,стол,13990,150,60,75,ЛДСП,белый,1,arnika,https://market.yandex.ru/card/stol-pismennyy-urban-dub-smokikashemir/4389350318?do-waremd5=bt9U9ejXWB9Su0Ft8TffVQ&cpc=OccHFSAlxOjtIapnFwULJGeFc_m1VxhC1a8kC-myDqvvSanEOP_4uJG7wutDXMCqqLl-z1QyeikYvMBc5EUqVKtUmtsTDXqnLWDpLQZNEdfbTxL3nEbi99Ni4805fIQ65cxuYDgqLQkLEAM6mcjSpES3kRJY09ldqpYiKBaU6Jv09qA0xyzOf9ZakHDwXcRuBlmhGcjY4y8dKutSGQs7wPdS-1x_N-QiInY4JtjCYm_F3lVr_uiZOBU_4JKYO5UVTJpmftTTnxx_eWT2WRirgDyEGAsHRHA7C-aoEsrQjVhkwB94-vpzR9U9UeGMqfWGnifTMmMcc5-KSTExrVTsgcaG2XgGPhAHzCDHYcXuXclB76M3ibz5nknrJ3VjOjrLvS9YXlimkGBQ4hiOHY5giUQ0w9_iJwWAiJKedWw1-h6J0RLLokr3GzMcCq5GA_-83Y4DmLpR8cWx1T3UB_R6xqgbPZepjReZkZ5oKQ6GDed_KXA0EEAsXhsrvmsftG3DQt_PNHOJ6NCo4GxVaALXgWfjsQu0YP-5MuPqPx0DZYmcK81Ub8EKJqCzxAWase4Kr9WMyr3IENX-acMEPAM2Ajp5ImMogptAexXSHvQ0NYPkVjQoJanY9HVOa0o_0pYtMhOon2V9ouBHONxONUNv_DTc_m-jiHAAkhNF9IJoUpIZ97dbw7uhrdtWyZtM_0BX5pXvVg1dCDuPBgf-F2tp9Imhx_rq_OI4j-qfcIhMGkFHWYE9VW_95C7WZgooEHinZixNj5pFI3ywGfOUTfGmPlKfwuZiq6frz5LznxLpMSOppaJRFzjMYJG-tlNuS4GvdEZ7gmVfKVil3jIDJZnxBCQH2z95rQuBPerw1fcPG3TqRtEpgnM4-ahe83D7pztBdPz_6OEeuqE2z_cG8JydAlEnskip_2BqRWhGmGKZIqlSpOIWVDx0dODW6H34GItFTMNIHOlLRbmsTgBzUFQT9LeIRnQkpFAb24t0Gyd1n4-sCmGSJr4bVPnFPM_ovh-1K5HCzudLVb102xUUiEj4hawnJmSF6c1ZradRH_dIzKr3f2jV6mayIT3tTXkKFIuxAh4KTPfjM4HOv8E7b1cJ1LAsvyFzUlnJLe0Kyhm_qlgnShHWNde8VVKThdcY4W2ZP34py8XKAtLWn5HT9pLut_qmcXu5GRmPzIaPh5OMejA%2C&nid=62118923&ogV=-12,https://avatars.mds.yandex.net/get-mpic/15100610/2a00000196f8453c57223ec48fe017646533/optimize,"современный, лофт"
284,"Стол обеденный раскладной ""со 3""",стол,4734,75,56,75,ЛДСП,золотой,1,arnika,https://market.yandex.ru/card/stol-obedennyy-raskladnoy-so-3-dub-zolotoy/102597895591?do-waremd5=xLfbD-3mBsv9dea0elZaiA&cpc=ccHK9ZLWhrnqMiVXnKBBfurJlb_2wSpBG_-Jr1zbhK2STfzXXRGq_xt5wjiNTy5g7gZErzujB05jkMJZ5984uPBfOXcBjZVOQKNfgTgtqXsu7w-CtxsFzE5EiIbOOdWAV1W5n3EmH-XUoCwz-QI8dKC_C93LudljzNHsgEZ6HtS3boXHupDGJ8zw-0kP0EZkC6EvRCN396ckhzYpbwKZJVVu9drj-gC9zIjC_25-F0penwmja91BhTBDQ6hw6LXYKlnBw7tLXUbbJkL94wAJq5HHDQZFgNAxTxkuva0YqT4WNab-mlZrn5MYl0PanOAPcEBEtLW7E93wS8mE4lXjjhm4eAxsTDuXhqsG5jQRnL9uEEXGbrj5CmndGSwSSUtUFgVzZj_zq5LHfoNjM0EbNINRiqf_rBQslQGIn-1QbkuPX3jJryRA-cZM4QF58_gEpBZiDBJ4BHPPO_oxJw2-i25otBxAerLVlh4u3YKtyLklSHkiUgml1r4TQav3oZJdZWobhzGj-Sb7G7xVrJGeMC6vvG_dw2JbVjcOF0KkIfb0p3PMH8GpA8PnxIApV1emH8b1SeH6hSq9VfbbPvLtcYN6eWoDCrvNlBCe9snum38cDsSTpi8RHVqGXVlqXozAhCjs_tKFMTA14-GGl719Cw2Gp538rmQrp1YmHjJb-ycU6AZPJ0w_y4hLRwdQHqgg_CdihI5Lv-W8Be3odTlmr1br1AumQLO55xw9U1WoBOlXYJpBnACPXMUKaI5kouk0BSPyHjEZRcOP-nRRNGwEvehKn7Lqhxl9ixC5Op0sUP7X3PVdsWZz_SqFjicq8fUPJNqdgxIf4jkl7TddTvFbfDE27HUhKVY-iS4nLZZtoE_aWoaBgikvC5F_nfENbQIx279eR0fgBKJDwdR47FYipJmP41-7i6ckTq2p0PgQg-ovL50k9lX0_wsXRnY_8ZJPs2geJPNefBF9OpKKM-CJ3GicIux_yD8HhioZGEd70pzoVNGiBhJWvbWZWlEYAGKo4pn4BKiD2AE-LGbCupoo3FVER8J2Oqh_WCtkt0T3i34tJ7EdwpXyZ-yuQBgEPx9VY4O9q8hsLcY5sQnO-ZglLr4uocCgwrxbiK7EuiXlmv6JaeyqAGFI6_Oug9oKBpIuyXqbJY36jO3quRYGJ3pGDgWuVwtz4Z9rZxtvSOPNHhI%2C&nid=60856206&ogV=-12,https://avatars.mds.yandex.net/get-mpic/16501424/2a00000198123ad28cb86cde94b4021c7e1e/optimize,современный
285,Стол компьютерный письменный,стол,25600,135,60,75,"металл, ЛДСП",белый,1,мебельная фабрика юдиных,https://market.yandex.ru/card/pismennyy-stol-135kh60sm-s-tumboy-s-yashchikami-loft-pluton-belyy-belyye-nozhki/103233403727?do-waremd5=tJ42f7shdMsDY5lxy_AsMg&cpc=OccHFSAlxOiBp1dlc772-Eu8tr2wvl8APRw_47NYXldTFxpM9rkrL7f5rZfmFP0gVrBwe29fAlfzUE-0vHqFLDaEpaJ0E-3xSBBUva4XnbsWBExif_TsXSnRIDAu1zZEdJwZlPr2_Y53YD9EJo3Rjwr5vFG-3TnGCMsPdMU76wYYNokCDSOtYuV27FMr1aqpksXkIv6JWHddOZBa7sGdEOlF5b0BOSl0KW3Bg65cnyhIiYe-j7aVJsEIEyNnmeAJJsBQGQYGj7uY1sPpiR2cUPv5r9Sbeu_NJzimFWhrlclEcGM3odUENRTNFxvvFaZzE-KUxuNPrF1ogmj4R1hRDmc1SDdrDOeC9pQJ_7f44RsE3qbldkOYe9VytiNRzfo4I_1BQ6IuPuzmkYgdRQdSWgX77vh-stJwzsHNsoK__PmiB3ryxoo8NUeBJbC1qz00aHLcxWaE1NXvJ7gdMnUKTbcigcwe6Ax1SpkH2C7nEtGycTgLbZRfg4r1MTntnjbBCHursrXtQ9la9FwBu1fJCfr8K8lmBPWNZPG9AqqN8HbiCshqB2KYZtf8jMNBa98Agz7SL1NCpAws44E1NoYf2oKrDsFuFIjMy5Z-1HgnyDoWijW_vvczmLhMmHtnenfNr0Q_PdnQ_AeF76FDR_fGC7ar9h7fI6PSvaOVnAd_OEYTBZ-JJhlUrcJ-M5bphY-nUxsVDdr4A-NnF_dZK7JI6QLBo4CoUTeowjFn4cXKCCQDyeuKh47rq-Oksdswd7msQQDPeItxH6mZDDLN60l6STYmOUiKdvc1jCrgeZCBuulSs482qxILCCWghkHqyD8w2QqWHoz8LGmD7WcTXw0N2le_tgn8gVjTSvY5T4GnPbdw_asVUCqJYynE2KO9q3hpADwEuuqZdHkOfdMZR3JYxIK-KySOpaS33L1z-3FGuPS6LZ9t6fC_g9kUt026vJpbXwApm0INc-Iz-nFADQmQ2NBd9BdVCNwntfemFcFaMdf-FQDFUSfSTrFsMvyDNEcUmM8wq5mxaBJoM33CGM9fpn0_EXwRclUhVubu1PFjKfwfEJLj0lYT_YDHzCYj2qb8vtxuPzukvm6ojTgtye1W4YoPAItxMzXbrE_YFuEtSlKIkUPguIvD0HNeJB337Av2QZu3UEQHETZwB59L5FC5SA%2C%2C&nid=62118923&ogV=-12,https://avatars.mds.yandex.net/get-mpic/14367910/2a000001967326991c4f7db61cae98a05adf/optimize,"современный, лофт, минимализм"
286,Игровой компьютерный стол ZONE 51 TRINE 160,стол,16990,160,60,75,"металл, ЛДСП",черный,1,zone 51,https://market.yandex.ru/card/stol-kompyuternyy-zone-51-trine-160-black/103226603394?do-waremd5=-5NXYRTuFa23hOAMyx0fnA&cpc=ccHK9ZLWhrmckGSre_Ksxue6XnXP8an9lbvYsI_rN_0rni4bqqBr3WB1vm-ZMjMHz5dZ2-8aliudmxI2ktDb39v5bOmSyrrPWD38q4eQGzugD9GamS6U6wYK-NcBwsVFwiHFRJdXBL3eOc6rUq6Cqjbt7-Zvs3VVh0eWrKSgoaWtPfsYYJfluEIc9Uu4XKa2zfGB8oDb2T5FRM7melk9IAeLphAv2p55LMH9sVjNB8rKWBzxGt9xBGfQD9Ya3W99cRY_5yOOhJGeW54pWgWRPtcIfyjjVGAawMFgXBSQCmmxMWq7t8WIVSZ2g2SR37H4lpZ647P9rzQ8afFIlz2VLtuktjrcG_sdC0Sv9wc__8bqLc8Ne0wLhwMwsBQO6DaVZVuUkzm2Utz8fElIJfKSWUERe2atoPUSErkeKHhowZSjY5CiVUkf-IqVtWWojwrDI5au23YLyAsQJtBDNknGIReqjWAY12saphZZUWVNcRxAIcDH5DJTBHAYJBIcmTxCuHQCZTOSnpRk3DTinXD9s7yOwcIZ-EG0DQyifOdMSjoONXAZ20tDeop4ctKdIhE2pWaJt0JsXKMiihpZensUAKn8HqdaU2bpMdfW0cMfiBYnmsS0du1uxEY0E-hbvjcEHrcUd0ssKC2GQ7_QHgEUVD6jzhmDd4M0Fm3nH_scYTlJUWmvykARiQqA3MD7b_gDQ4IV8y4mAndZJeLhQU7ZDbjVG9KyM7U-uvWlaVn6qTAyB8Y9A2YC6hRPV4l2U4X28VVbyQrrFVnl9WjdS32RU_j0vhsmIpCtViwmHNGv0rQ6rF3ogsDjO4hveGTGN8y2O-YXEuDB4qfHr5v4x2F9V0Sm0rJGpuoHyvWOmZ0RxNVkKdpngS0faHN6wOpLqGcuSsKQfSRCULrx5ha4I2xjfKjew4qcB8s3OQUsuh2BRWpTv9AYAt0yb6kraMSReDz33hsJWJO4BsIlE7DGl8vhRzbWVzFhbuNTnSxGH0ltzrDqBJPuHeOqdQ7H6h52xRVTK4RhL1KpLLNqr_O4TABH45DYrcT5L2nSb1ZO4uUGEb3epBQcD8eidAE3z6O9ADqLnGdhvZzcfldFqt_JdlH5OhpbHMFbZIbuo63bjgFYat1aYl5_p1BZKDoPwDIhUtow6NV4334dhdQEI2ftG10ZCEuKDXlucO1K&nid=62118923&ogV=-12,https://avatars.mds.yandex.net/get-mpic/14775361/2a0000019abf3dff5277e0a71055c9ae74e0/optimize,"современный, минимализм"
287,Письменный стол ГУД лакк Сага,стол,27755,120,56,77,"МДФ, ЛДСП",белый,1,ГУД ЛАКК,https://market.yandex.ru/card/stol-pismennyy-saga-120kh56-belyyyasen/4480216787?do-waremd5=zHD2OFwh2gwf8NpgW3J65Q&sponsored=1&cpc=iBsruNPrD3ZDYEHFDrndSCvWgpxniEekyz68LeOBjGZV7UtEmdJ7OqEl5xoYGYgFCtbA8urjta4YGfjxMVewMN2Kru-pXJ_uWRKLYawHC7vWbzLlibvE82kjfBIn6vy5ewpSSX5P63gTANT8z_wVkaZiv5QmkJ1jWhuQZlhAedywH1Ynx4J5CXJ1Q-dBDybVcQ1geCXTp2Ycs04kvrFgaG7PUKfCmLg5-09QP4jYc5qjZSiYpWYHiG5WvFeLsEM-ez7OlQ74YvCrvMSmYaaTQRj-Fr18tDyOkuONmGFv7UPQnhv5USRAOVVEEioxHvzqcTn9-zFUaXIHtdFmlTgUeT4SCtIoPL-i9YZXRFURLGgNyzLGbG_1A3vCPc_oFQRc29PpWEITOa1K-Q1SpCh4B_JeHO5jfkDmICtPTErHgeuugqPMlQQUTg%2C%2C&nid=62118923&ogV=-12,https://avatars.mds.yandex.net/get-mpic/17667404/2a0000019cb917ba6e98381caed11ce04a43/optimize,"современный, лофт"
